luminance :  0.0,TimeStamp:108810807628063,TimeStamp In Milliseconds1567021869670
luminance :  0.0,TimeStamp:108810818699063,TimeStamp In Milliseconds1567021869681
luminance :  0.0,TimeStamp:108810827970063,TimeStamp In Milliseconds1567021869690
luminance :  0.0,TimeStamp:108810839445063,TimeStamp In Milliseconds1567021869702
luminance :  0.0,TimeStamp:108810849296063,TimeStamp In Milliseconds1567021869712
luminance :  0.0,TimeStamp:108810859260063,TimeStamp In Milliseconds1567021869722
luminance :  0.0,TimeStamp:108810871424063,TimeStamp In Milliseconds1567021869734
luminance :  0.0,TimeStamp:108810881639063,TimeStamp In Milliseconds1567021869744
luminance :  0.0,TimeStamp:108810892015063,TimeStamp In Milliseconds1567021869755
luminance :  0.0,TimeStamp:108810903226063,TimeStamp In Milliseconds1567021869765
luminance :  0.0,TimeStamp:108810912109063,TimeStamp In Milliseconds1567021869774
luminance :  0.0,TimeStamp:108810922545063,TimeStamp In Milliseconds1567021869785
luminance :  0.0,TimeStamp:108810931045063,TimeStamp In Milliseconds1567021869794
luminance :  0.0,TimeStamp:108810942465063,TimeStamp In Milliseconds1567021869805
luminance :  0.0,TimeStamp:108810952904063,TimeStamp In Milliseconds1567021869815
luminance :  0.0,TimeStamp:108810962470063,TimeStamp In Milliseconds1567021869825
luminance :  0.0,TimeStamp:108810972916063,TimeStamp In Milliseconds1567021869835
luminance :  0.0,TimeStamp:108810983344063,TimeStamp In Milliseconds1567021869845
luminance :  0.0,TimeStamp:108810992499063,TimeStamp In Milliseconds1567021869855
luminance :  0.0,TimeStamp:108811002308063,TimeStamp In Milliseconds1567021869865
luminance :  0.0,TimeStamp:108811012247063,TimeStamp In Milliseconds1567021869875
luminance :  0.0,TimeStamp:108811022275063,TimeStamp In Milliseconds1567021869885
luminance :  0.0,TimeStamp:108811032294063,TimeStamp In Milliseconds1567021869894
luminance :  0.0,TimeStamp:108811042302063,TimeStamp In Milliseconds1567021869905
luminance :  0.0,TimeStamp:108811051979063,TimeStamp In Milliseconds1567021869914
luminance :  0.0,TimeStamp:108811061933063,TimeStamp In Milliseconds1567021869924
luminance :  0.0,TimeStamp:108811073567063,TimeStamp In Milliseconds1567021869936
luminance :  0.0,TimeStamp:108811083161063,TimeStamp In Milliseconds1567021869946
luminance :  0.0,TimeStamp:108811093206063,TimeStamp In Milliseconds1567021869956
luminance :  0.0,TimeStamp:108811103345063,TimeStamp In Milliseconds1567021869965
luminance :  0.0,TimeStamp:108811112459063,TimeStamp In Milliseconds1567021869975
