Ambient air temperature. :  0.0,TimeStamp:108802608970063,TimeStamp In Milliseconds1567021861472
Ambient air temperature. :  0.0,TimeStamp:108802619357063,TimeStamp In Milliseconds1567021861482
Ambient air temperature. :  0.0,TimeStamp:108802633409063,TimeStamp In Milliseconds1567021861496
Ambient air temperature. :  0.0,TimeStamp:108802642974063,TimeStamp In Milliseconds1567021861505
Ambient air temperature. :  0.0,TimeStamp:108802654480063,TimeStamp In Milliseconds1567021861517
Ambient air temperature. :  0.0,TimeStamp:108802663411063,TimeStamp In Milliseconds1567021861526
Ambient air temperature. :  0.0,TimeStamp:108802672673063,TimeStamp In Milliseconds1567021861534
Ambient air temperature. :  0.0,TimeStamp:108802682736063,TimeStamp In Milliseconds1567021861545
Ambient air temperature. :  0.0,TimeStamp:108802693032063,TimeStamp In Milliseconds1567021861555
Ambient air temperature. :  0.0,TimeStamp:108802702605063,TimeStamp In Milliseconds1567021861565
Ambient air temperature. :  0.0,TimeStamp:108802712230063,TimeStamp In Milliseconds1567021861575
Ambient air temperature. :  0.0,TimeStamp:108802722830063,TimeStamp In Milliseconds1567021861585
Ambient air temperature. :  0.0,TimeStamp:108802732732063,TimeStamp In Milliseconds1567021861595
Ambient air temperature. :  0.0,TimeStamp:108802743404063,TimeStamp In Milliseconds1567021861606
Ambient air temperature. :  0.0,TimeStamp:108802752555063,TimeStamp In Milliseconds1567021861614
Ambient air temperature. :  0.0,TimeStamp:108802763162063,TimeStamp In Milliseconds1567021861626
Ambient air temperature. :  0.0,TimeStamp:108802772309063,TimeStamp In Milliseconds1567021861634
Ambient air temperature. :  0.0,TimeStamp:108802783068063,TimeStamp In Milliseconds1567021861645
Ambient air temperature. :  0.0,TimeStamp:108802792648063,TimeStamp In Milliseconds1567021861655
Ambient air temperature. :  0.0,TimeStamp:108802803211063,TimeStamp In Milliseconds1567021861665
Ambient air temperature. :  0.0,TimeStamp:108802813274063,TimeStamp In Milliseconds1567021861675
Ambient air temperature. :  0.0,TimeStamp:108802823234063,TimeStamp In Milliseconds1567021861686
Ambient air temperature. :  0.0,TimeStamp:108802833405063,TimeStamp In Milliseconds1567021861696
Ambient air temperature. :  0.0,TimeStamp:108802842496063,TimeStamp In Milliseconds1567021861705
Ambient air temperature. :  0.0,TimeStamp:108802852901063,TimeStamp In Milliseconds1567021861715
Ambient air temperature. :  0.0,TimeStamp:108802862532063,TimeStamp In Milliseconds1567021861725
Ambient air temperature. :  0.0,TimeStamp:108802872525063,TimeStamp In Milliseconds1567021861735
Ambient air temperature. :  0.0,TimeStamp:108802882359063,TimeStamp In Milliseconds1567021861744
Ambient air temperature. :  0.0,TimeStamp:108802892431063,TimeStamp In Milliseconds1567021861755
Ambient air temperature. :  0.0,TimeStamp:108802903577063,TimeStamp In Milliseconds1567021861765
Ambient air temperature. :  0.0,TimeStamp:108802913463063,TimeStamp In Milliseconds1567021861775
Ambient air temperature. :  0.0,TimeStamp:108802922788063,TimeStamp In Milliseconds1567021861785
Ambient air temperature. :  0.0,TimeStamp:108802933545063,TimeStamp In Milliseconds1567021861796
Ambient air temperature. :  0.0,TimeStamp:108802943004063,TimeStamp In Milliseconds1567021861805
Ambient air temperature. :  0.0,TimeStamp:108802953086063,TimeStamp In Milliseconds1567021861815
Ambient air temperature. :  0.0,TimeStamp:108802962763063,TimeStamp In Milliseconds1567021861825
Ambient air temperature. :  0.0,TimeStamp:108802972790063,TimeStamp In Milliseconds1567021861835
Ambient air temperature. :  0.0,TimeStamp:108802982474063,TimeStamp In Milliseconds1567021861844
Ambient air temperature. :  0.0,TimeStamp:108802992483063,TimeStamp In Milliseconds1567021861854
Ambient air temperature. :  0.0,TimeStamp:108803002500063,TimeStamp In Milliseconds1567021861865
Ambient air temperature. :  0.0,TimeStamp:108803012330063,TimeStamp In Milliseconds1567021861874
Ambient air temperature. :  0.0,TimeStamp:108803022345063,TimeStamp In Milliseconds1567021861884
Ambient air temperature. :  0.0,TimeStamp:108803032264063,TimeStamp In Milliseconds1567021861895
Ambient air temperature. :  0.0,TimeStamp:108803042485063,TimeStamp In Milliseconds1567021861905
Ambient air temperature. :  0.0,TimeStamp:108803052689063,TimeStamp In Milliseconds1567021861915
Ambient air temperature. :  0.0,TimeStamp:108803063912063,TimeStamp In Milliseconds1567021861926
Ambient air temperature. :  0.0,TimeStamp:108803072715063,TimeStamp In Milliseconds1567021861935
Ambient air temperature. :  0.0,TimeStamp:108803083644063,TimeStamp In Milliseconds1567021861946
Ambient air temperature. :  0.0,TimeStamp:108803092741063,TimeStamp In Milliseconds1567021861955
Ambient air temperature. :  0.0,TimeStamp:108803102337063,TimeStamp In Milliseconds1567021861965
Ambient air temperature. :  0.0,TimeStamp:108803112323063,TimeStamp In Milliseconds1567021861974
Ambient air temperature. :  0.0,TimeStamp:108803122813063,TimeStamp In Milliseconds1567021861985
Ambient air temperature. :  0.0,TimeStamp:108803133570063,TimeStamp In Milliseconds1567021861996
Ambient air temperature. :  0.0,TimeStamp:108803142360063,TimeStamp In Milliseconds1567021862004
Ambient air temperature. :  0.0,TimeStamp:108803152811063,TimeStamp In Milliseconds1567021862015
Ambient air temperature. :  0.0,TimeStamp:108803162394063,TimeStamp In Milliseconds1567021862025
Ambient air temperature. :  0.0,TimeStamp:108803172792063,TimeStamp In Milliseconds1567021862035
Ambient air temperature. :  0.0,TimeStamp:108803183325063,TimeStamp In Milliseconds1567021862046
Ambient air temperature. :  0.0,TimeStamp:108803194318063,TimeStamp In Milliseconds1567021862056
Ambient air temperature. :  0.0,TimeStamp:108803202995063,TimeStamp In Milliseconds1567021862066
Ambient air temperature. :  0.0,TimeStamp:108803215239063,TimeStamp In Milliseconds1567021862077
Ambient air temperature. :  0.0,TimeStamp:108803222188063,TimeStamp In Milliseconds1567021862084
Ambient air temperature. :  0.0,TimeStamp:108803233699063,TimeStamp In Milliseconds1567021862096
Ambient air temperature. :  0.0,TimeStamp:108803242763063,TimeStamp In Milliseconds1567021862105
Ambient air temperature. :  0.0,TimeStamp:108803252388063,TimeStamp In Milliseconds1567021862114
Ambient air temperature. :  0.0,TimeStamp:108803262637063,TimeStamp In Milliseconds1567021862125
Ambient air temperature. :  0.0,TimeStamp:108803272472063,TimeStamp In Milliseconds1567021862135
Ambient air temperature. :  0.0,TimeStamp:108803281989063,TimeStamp In Milliseconds1567021862144
Ambient air temperature. :  0.0,TimeStamp:108803292545063,TimeStamp In Milliseconds1567021862155
