Ambient air temperature. :  0.0,TimeStamp:108772480973063,TimeStamp In Milliseconds1567021831343
Ambient air temperature. :  0.0,TimeStamp:108772491769063,TimeStamp In Milliseconds1567021831354
Ambient air temperature. :  0.0,TimeStamp:108772502181063,TimeStamp In Milliseconds1567021831365
Ambient air temperature. :  0.0,TimeStamp:108772513480063,TimeStamp In Milliseconds1567021831376
Ambient air temperature. :  0.0,TimeStamp:108772524348063,TimeStamp In Milliseconds1567021831386
Ambient air temperature. :  0.0,TimeStamp:108772533918063,TimeStamp In Milliseconds1567021831396
Ambient air temperature. :  0.0,TimeStamp:108772542398063,TimeStamp In Milliseconds1567021831404
Ambient air temperature. :  0.0,TimeStamp:108772552163063,TimeStamp In Milliseconds1567021831415
Ambient air temperature. :  0.0,TimeStamp:108772562192063,TimeStamp In Milliseconds1567021831425
Ambient air temperature. :  0.0,TimeStamp:108772573840063,TimeStamp In Milliseconds1567021831436
Ambient air temperature. :  0.0,TimeStamp:108772583181063,TimeStamp In Milliseconds1567021831445
Ambient air temperature. :  0.0,TimeStamp:108772593588063,TimeStamp In Milliseconds1567021831455
Ambient air temperature. :  0.0,TimeStamp:108772602354063,TimeStamp In Milliseconds1567021831464
Ambient air temperature. :  0.0,TimeStamp:108772612412063,TimeStamp In Milliseconds1567021831474
Ambient air temperature. :  0.0,TimeStamp:108772623658063,TimeStamp In Milliseconds1567021831485
Ambient air temperature. :  0.0,TimeStamp:108772632480063,TimeStamp In Milliseconds1567021831494
Ambient air temperature. :  0.0,TimeStamp:108772644002063,TimeStamp In Milliseconds1567021831506
Ambient air temperature. :  0.0,TimeStamp:108772652211063,TimeStamp In Milliseconds1567021831514
Ambient air temperature. :  0.0,TimeStamp:108772663587063,TimeStamp In Milliseconds1567021831526
Ambient air temperature. :  0.0,TimeStamp:108772672189063,TimeStamp In Milliseconds1567021831534
Ambient air temperature. :  0.0,TimeStamp:108772681820063,TimeStamp In Milliseconds1567021831544
Ambient air temperature. :  0.0,TimeStamp:108772692136063,TimeStamp In Milliseconds1567021831555
Ambient air temperature. :  0.0,TimeStamp:108772702071063,TimeStamp In Milliseconds1567021831564
Ambient air temperature. :  0.0,TimeStamp:108772712317063,TimeStamp In Milliseconds1567021831575
Ambient air temperature. :  0.0,TimeStamp:108772722047063,TimeStamp In Milliseconds1567021831585
Ambient air temperature. :  0.0,TimeStamp:108772732622063,TimeStamp In Milliseconds1567021831595
Ambient air temperature. :  0.0,TimeStamp:108772742529063,TimeStamp In Milliseconds1567021831605
Ambient air temperature. :  0.0,TimeStamp:108772752716063,TimeStamp In Milliseconds1567021831615
